tax_id,name,common_name,tax_level,species_taxid,genus_taxid,genus_name,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,aggregatescore,NT_r_pct,NT_rpm_bg,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_r_pct,NR_rpm_bg,NR_maxzscore
11019,Alphavirus,arboviruses group A,2,-100,11019,,11018,Viruses,0,261823,7876.348,100.0,99.8695,11831.1,306.5747986,157476730.0,63.17025,0.0,100.0,261685,7872.197,100.0,99.8511,2464.78,307.5811768,63.13695,0.0,100.0
37124,Chikungunya virus,"",1,37124,11019,,11018,Viruses,0,261818,7876.198,100.0,99.8695,11831.4,306.5783691,157476730.0,63.16904,0.0,100.0,261661,7871.475,100.0,99.8559,2465.01,307.602356,63.13116,0.0,100.0
2169701,Onyong-nyong virus,"",1,2169701,11019,,11018,Viruses,0,0,0,-100,0.0,0.0,0.0,2400.0,,,100.0,8,0.24,100.0,64.8645,31.875,153.6106415,0.00193,0.0,100.0
59300,Getah virus,"",1,59300,11019,,11018,Viruses,0,0,0,-100,0.0,0.0,0.0,1800.0,,,100.0,6,0.18,100.0,25.668,69.6667,-0.0929179,0.00145,0.0,100.0
1534554,synthetic recombinant Chikungunya virus strain LS3-MCS,"",1,1534554,11019,,11018,Viruses,0,5,0.15,100.0,98.381,247.0,118.4989395,1500.0,0.00121,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
11021,Eastern equine encephalitis virus,"",1,11021,11019,,11018,Viruses,0,0,0,-100,0.0,0.0,0.0,1200.0,,,100.0,4,0.12,100.0,34.483,29.0,-0.2552725,0.00097,0.0,100.0
59302,Ndumu virus,"",1,59302,11019,,11018,Viruses,0,0,0,-100,0.0,0.0,0.0,1200.0,,,100.0,4,0.12,100.0,34.375,32.0,-0.39794,0.00097,0.0,100.0
59304,Una virus,"",1,59304,11019,,11018,Viruses,0,0,0,-100,0.0,0.0,0.0,600.0,,,100.0,2,0.06,100.0,92.7,38.5,307.6526489,0.00048,0.0,100.0
586,Providencia,"",2,-100,586,,1903414,Bacteria,0,17549,527.921,99.0,99.7764,1353.78,307.6037598,5225526.9,4.23406,1.2959814,99.0,17,0.511,2.4220717,81.5824,46.1176,307.6526489,0.0041,0.087438,99.0
587,Providencia rettgeri,"",1,587,586,,1903414,Bacteria,0,17546,527.831,100.0,99.778,1354.0,307.6526489,5225526.9,4.23334,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
333962,Providencia heimbachae,"",1,333962,586,,1903414,Bacteria,0,2,0.06,100.0,88.15,76.0,27.5299911,594.0,0.00048,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
2027290,Providencia sp. WCHPHu000369,"",1,2027290,586,,1903414,Bacteria,0,1,0.03,100.0,94.4,36.0,10.0222759,297.0,0.00024,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
588,Providencia stuartii,"",1,588,586,,1903414,Bacteria,0,0,0,-100,0.0,0.0,0.0,2.997746404489795,,,2.4220717,17,0.511,2.4220717,81.5824,46.1176,307.6526489,0.0041,0.087438,2.4220717
215249,Acaromyces,"",2,-100,215249,,62920,Eukaryota,0,0,0,-100,0.0,0.0,0.0,1136220.0,,,100.0,3777,113.622,100.0,72.9816,127.795,53.5762291,0.91128,0.0,100.0
215250,Acaromyces ingoldii,"",1,215250,215249,,62920,Eukaryota,0,0,0,-100,0.0,0.0,0.0,1136220.0,,,100.0,3777,113.622,100.0,72.9816,127.795,53.5762291,0.91128,0.0,100.0
1912216,Cutibacterium,"",2,-100,1912216,,31957,Bacteria,0,36428,1095.853,13.4653544,99.729,1827.04,247.6183929,789466.6673157413,8.78901,283.7366028,22.9581498,35823,1077.653,22.9581498,98.3824,145.339,141.1639404,8.64304,227.5849915,22.9581498
1747,Cutibacterium acnes,"",1,1747,1912216,,31957,Bacteria,0,35965,1081.925,14.0821103,99.7482,1845.61,248.8394928,789466.6673157413,8.67731,278.5867615,24.0038418,35246,1060.295,24.0038418,98.4316,146.808,140.6464081,8.50383,222.172821,24.0038418
1050843,[Propionibacterium] humerusii,"",1,1050843,1912216,,31957,Bacteria,0,0,0,-100,0.0,0.0,0.0,10771.963886160001,,,100.0,156,4.692,100.0,95.2641,56.7372,89.4077301,0.03764,0.0,100.0
