tax_id,name,common_name,tax_level,species_taxid,genus_taxid,genus_name,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,aggregatescore,NT_r_pct,NT_rpm_bg,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_r_pct,NR_rpm_bg,NR_maxzscore
586,Providencia,"",2,-100,586,,1903414,Bacteria,0,42081,8524.795,99.0,99.778,1353.97,307.6468811,84396341.65054905,26.60795,1.2959814,99.0,19,3.849,21.5098901,88.5,43.4737,307.6526489,0.01201,0.087438,99.0
587,Providencia rettgeri,"",1,587,586,,1903414,Bacteria,0,42081,8524.795,100.0,99.778,1353.97,307.6468811,84396341.65054905,26.60795,0.0,100.0,2,0.405,100.0,81.1,37.0,307.6526489,0.00126,0.0,100.0
588,Providencia stuartii,"",1,588,586,,1903414,Bacteria,0,0,0,-100,0.0,0.0,0.0,1421.0535660676373,,,19.1882441,17,3.443,19.1882441,89.3706,44.2353,307.6526489,0.01075,0.087438,19.1882441
4107,Solanum,"",2,-100,4107,,4070,Eukaryota,0,18,3.646,2.1061334,98.4778,116.556,65.811264,45544530.93417526,0.01138,0.6995037,73.0800698,42112,8531.075,73.0800698,98.5107,407.677,307.4419556,26.62755,57.9713707,73.0800698
4081,Solanum lycopersicum,tomato,1,4081,4107,,4070,Eukaryota,0,14,2.836,1.5271515,98.6143,121.0,69.1362152,45544530.93417526,0.00885,0.6995037,73.0660973,42104,8529.455,73.0660973,98.5106,407.747,307.441925,26.62249,57.9713707,73.0660973
4083,Solanum chilense,"",1,4083,4107,,4070,Eukaryota,0,0,0,-100,0.0,0.0,0.0,11838.9713076,,,100.0,8,1.62,100.0,99.0,41.25,307.6526489,0.00506,0.0,100.0
28526,Solanum pennellii,"",1,28526,4107,,4070,Eukaryota,0,4,0.81,100.0,98.0,101.0,54.1739235,170.5968054,0.00253,0.0,100.0,0,0,-100,0.0,0.0,0.0,,,100.0
469,Acinetobacter,"",2,-100,469,,468,Bacteria,0,569,115.268,15.8146105,98.5877,192.047,118.3848267,18854454.820614234,0.35978,12.0553589,47.4233742,41801,8468.073,47.4233742,95.7313,332.978,306.2977295,26.4309,142.3126526,47.4233742
470,Acinetobacter baumannii,"",1,470,469,,468,Bacteria,0,62,12.559,17.4541576,99.715,292.29,215.4970703,18854454.820614234,0.0392,0.3497519,47.3059177,41479,8402.842,47.3059177,95.8225,335.167,307.1176147,26.2273,135.7409363,47.3059177
40214,Acinetobacter johnsonii,"",1,40214,469,,468,Bacteria,0,233,47.201,15.320747,98.4641,142.33,78.6928253,36847.66533029794,0.14733,3.3593745,15.3786482,172,34.843,15.3786482,80.3467,45.2209,182.240097,0.10876,2.0332649,15.3786482
