tax_id,name,common_name,tax_level,species_taxid,genus_taxid,genus_name,family_taxid,category_name,is_phage,NT_r,NT_rpm,NT_zscore,NT_percentidentity,NT_alignmentlength,NT_neglogevalue,aggregatescore,NT_r_pct,NT_rpm_bg,NT_maxzscore,NR_r,NR_rpm,NR_zscore,NR_percentidentity,NR_alignmentlength,NR_neglogevalue,NR_r_pct,NR_rpm_bg,NR_maxzscore
469,Acinetobacter,"",2,-100,469,,468,Bacteria,0,48283,96566.0,99.0,99.835,287.291,141.4291534,984177216.0,9.85436,12.0553589,99.0,45342,90684.0,99.0,99.4109,83.0701,184.2617493,9.25411,142.3126526,99.0
470,Acinetobacter baumannii,"",1,470,469,,468,Bacteria,0,23406,46812.0,99.0,99.7454,416.914,193.2131195,984177216.0,4.77707,0.3497519,99.0,26802,53604.0,99.0,99.4856,99.3875,169.9378662,5.47018,135.7409363,99.0
1148157,Acinetobacter oleivorans,"",1,1148157,469,,468,Bacteria,0,24698,49396.0,100.0,99.9318,165.141,92.7125778,714245400.0,5.04076,0.0,100.0,11375,22750.0,100.0,99.4908,67.0185,180.0314636,2.32159,0.0,100.0
48296,Acinetobacter pittii,"",1,48296,469,,468,Bacteria,0,141,282.0,99.0,98.2945,199.539,95.9138489,73115460.0,0.02878,0.5318979,99.0,3589,7178.0,99.0,99.3997,51.1279,241.6603394,0.7325,0.1748759,99.0
471,Acinetobacter calcoaceticus,"",1,471,469,,468,Bacteria,0,28,56.0,100.0,98.8139,163.679,81.0811157,41500800.0,0.00571,0.0,100.0,2068,4136.0,100.0,99.0259,43.5445,253.0753021,0.42207,0.0,100.0
1530123,Acinetobacter seifertii,"",1,1530123,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,4890600.0,,,100.0,247,494.0,100.0,98.3038,43.1619,239.1784821,0.05041,0.0,100.0
1785128,Acinetobacter lactucae,"",1,1785128,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,4474800.0,,,100.0,226,452.0,100.0,99.8182,39.5089,270.0700378,0.04613,0.0,100.0
106654,Acinetobacter nosocomialis,"",1,106654,469,,468,Bacteria,0,7,14.0,100.0,93.1379,192.143,71.3111877,4336200.0,0.00143,0.0,100.0,212,424.0,100.0,91.3341,41.533,201.3602142,0.04327,0.0,100.0
1217688,Acinetobacter sp. NIPH 542,"",1,1217688,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,3029400.0,,,100.0,153,306.0,100.0,99.8963,40.0654,251.6123657,0.03123,0.0,100.0
1705563,Acinetobacter sp. JS678,"",1,1705563,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,2455200.0,,,100.0,124,248.0,100.0,99.9334,57.0645,216.6151581,0.02531,0.0,100.0
1051623,Acinetobacter sp. V2,"",1,1051623,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,1980000.0,,,100.0,100,200.0,100.0,99.0762,51.62,201.8005066,0.02041,0.0,100.0
903915,Acinetobacter sp. WC-141,"",1,903915,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,1900800.0,,,100.0,96,192.0,100.0,99.84,69.6562,209.7691803,0.01959,0.0,100.0
40215,Acinetobacter junii,"",1,40215,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,842886.0,,,99.0,43,86.0,99.0,100.0,32.6744,307.6526489,0.00878,0.2623139,99.0
2183915,Acinetobacter sp. 3636,"",1,2183915,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,693000.0,,,100.0,35,70.0,100.0,99.0783,32.3714,265.5426636,0.00714,0.0,100.0
29430,Acinetobacter haemolyticus,"",1,29430,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,490050.0,,,99.0,25,50.0,99.0,100.0,32.48,307.6526489,0.0051,0.1748759,99.0
520708,Acinetobacter sp. NIPH 817,"",1,520708,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,475200.0,,,100.0,24,48.0,100.0,99.3026,76.3333,132.0636749,0.0049,0.0,100.0
2183931,Acinetobacter sp. 3664,"",1,2183931,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,356400.0,,,100.0,18,36.0,100.0,99.5667,41.1111,248.8688507,0.00367,0.0,100.0
1675530,Acinetobacter genomosp. 33YU,"",1,1675530,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,336600.0,,,100.0,17,34.0,100.0,100.0,32.7059,307.6526489,0.00347,0.0,100.0
202954,Acinetobacter tandoii,"",1,202954,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,333234.0,,,99.0,17,34.0,99.0,75.0946,37.8824,100.4371643,0.00347,0.087438,99.0
1310791,Acinetobacter sp. 742879,"",1,1310791,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,316800.0,,,100.0,16,32.0,100.0,98.8124,61.5625,118.161644,0.00327,0.0,100.0
1761742,Acinetobacter sp. yr461,"",1,1761742,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,297000.0,,,100.0,15,30.0,100.0,99.8,32.8,307.6526489,0.00306,0.0,100.0
1310790,Acinetobacter sp. 1179249,"",1,1310790,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,217800.0,,,100.0,11,22.0,100.0,99.4364,32.7273,307.6526489,0.00225,0.0,100.0
40216,Acinetobacter radioresistens,"",1,40216,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,158400.0,,,100.0,8,16.0,100.0,100.0,32.75,307.6526489,0.00163,0.0,100.0
52133,Acinetobacter venetianus,"",1,52133,469,,468,Bacteria,0,0,0,-100,0.0,0.0,0.0,158400.0,,,100.0,8,16.0,100.0,100.0,32.875,307.6526489,0.00163,0.0,100.0
